Sample	raw_total_sequences	filtered_sequences	sequences	is_sorted	1st_fragments	last_fragments	reads_mapped	reads_mapped_and_paired	reads_unmapped	reads_properly_paired	reads_paired	reads_duplicated	reads_MQ0	reads_QC_failed	non-primary_alignments	supplementary_alignments	total_length	total_first_fragment_length	total_last_fragment_length	bases_mapped	bases_mapped_(cigar)	bases_trimmed	bases_duplicated	mismatches	error_rate	average_length	average_first_fragment_length	average_last_fragment_length	maximum_length	maximum_first_fragment_length	maximum_last_fragment_length	average_quality	insert_size_average	insert_size_standard_deviation	inward_oriented_pairs	outward_oriented_pairs	pairs_with_other_orientation	pairs_on_different_chromosomes	percentage_of_properly_paired_reads_(%)	reads_mapped_percent	reads_mapped_and_paired_percent	reads_unmapped_percent	reads_properly_paired_percent	reads_paired_percent	reads_duplicated_percent	reads_MQ0_percent	reads_QC_failed_percent
SRR1039508	44202080.0	0.0	44202080.0	1.0	22101034.0	22101046.0	44202080.0	44202068.0	0.0	44202068.0	44202080.0	0.0	295284.0	0.0	4589947.0	0.0	2782365198.0	1391090609.0	1391274589.0	2782365198.0	2756360913.0	0.0	0.0	8995218.0	0.00326344	63.0	63.0	63.0	63.0	63.0	63.0	38.5	1025.2	1937.4	22053347.0	47687.0	0.0	0.0	100.0	100.0	99.99997285195629	0.0	99.99997285195629	100.0	0.0	0.6680319116204486	0.0
SRR1039509	40118921.0	0.0	40118921.0	1.0	20059454.0	20059467.0	40118921.0	40118908.0	0.0	40118908.0	40118921.0	0.0	174437.0	0.0	3563907.0	0.0	2525446786.0	1262639325.0	1262807461.0	2525446786.0	2502070195.0	0.0	0.0	8294937.0	0.003315229	63.0	63.0	63.0	63.0	63.0	63.0	38.5	1034.1	1947.9	20018404.0	41050.0	0.0	0.0	100.0	100.0	99.9999675963369	0.0	99.9999675963369	100.0	0.0	0.4347998292376806	0.0
SRR1039512	53774172.0	0.0	53774172.0	1.0	26887086.0	26887086.0	53774172.0	53774172.0	0.0	53774172.0	53774172.0	0.0	239244.0	0.0	4517444.0	0.0	3385712608.0	1692856304.0	1692856304.0	3385712608.0	3357905993.0	0.0	0.0	7125133.0	0.002121898	63.0	63.0	63.0	63.0	63.0	63.0	38.1	1115.9	2022.9	26846564.0	40522.0	0.0	0.0	100.0	100.0	100.0	0.0	100.0	100.0	0.0	0.44490503731047687	0.0
SRR1039513	31737522.0	0.0	31737522.0	1.0	15868761.0	15868761.0	31737522.0	31737522.0	0.0	31737522.0	31737522.0	0.0	129038.0	0.0	2483134.0	0.0	1998147190.0	999073595.0	999073595.0	1998147190.0	1981499639.0	0.0	0.0	4086647.0	0.002062401	63.0	63.0	63.0	63.0	63.0	63.0	37.6	1021.2	1935.0	15843415.0	25346.0	0.0	0.0	100.0	100.0	100.0	0.0	100.0	100.0	0.0	0.4065786862629036	0.0
SRR1039516	51538730.0	0.0	51538730.0	1.0	25769365.0	25769365.0	51538730.0	51538730.0	0.0	51538730.0	51538730.0	0.0	262384.0	0.0	4628496.0	0.0	3245026098.0	1622513049.0	1622513049.0	3245026098.0	3217769583.0	0.0	0.0	9187522.0	0.002855245	63.0	63.0	63.0	63.0	63.0	63.0	37.6	1115.3	2024.6	25731168.0	38197.0	0.0	0.0	100.0	100.0	100.0	0.0	100.0	100.0	0.0	0.5091006316996946	0.0
SRR1039517	64972772.0	0.0	64972772.0	1.0	32486386.0	32486386.0	64972772.0	64972772.0	0.0	64972772.0	64972772.0	0.0	291820.0	0.0	5143858.0	0.0	4090377300.0	2045188650.0	2045188650.0	4090377300.0	4055076224.0	0.0	0.0	11729882.0	0.002892641	63.0	63.0	63.0	63.0	63.0	63.0	37.5	1083.5	2003.2	32424335.0	62051.0	0.0	0.0	100.0	100.0	100.0	0.0	100.0	100.0	0.0	0.4491419882777974	0.0
SRR1039520	40181986.0	0.0	40181986.0	1.0	20090993.0	20090993.0	40181986.0	40181986.0	0.0	40181986.0	40181986.0	0.0	167180.0	0.0	3279146.0	0.0	2529540096.0	1264770048.0	1264770048.0	2529540096.0	2507324652.0	0.0	0.0	5381609.0	0.002146355	63.0	63.0	63.0	63.0	63.0	63.0	37.6	1064.2	1978.5	20054961.0	36032.0	0.0	0.0	100.0	100.0	100.0	0.0	100.0	100.0	0.0	0.41605708587922957	0.0
SRR1039521	44190284.0	0.0	44190284.0	1.0	22095142.0	22095142.0	44190284.0	44190284.0	0.0	44190284.0	44190284.0	0.0	255526.0	0.0	3853706.0	0.0	2781703590.0	1390851795.0	1390851795.0	2781703590.0	2757242752.0	0.0	0.0	5772494.0	0.002093575	63.0	63.0	63.0	63.0	63.0	63.0	37.5	1093.4	2012.6	22050652.0	44490.0	0.0	0.0	100.0	100.0	100.0	0.0	100.0	100.0	0.0	0.5782402303637605	0.0
